Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
58,07-12-15,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,82,581,NA
58,10-12-15,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,73,405,NA
58,15-12-15,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,87,292,NA
58,18-12-15,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,66,229,NA
58,23-12-15,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,NA,NA
58,31-12-15,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,14,49,335,NA
59,07-01-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,143,62
59,12-01-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,140,61
59,15-01-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,187,56
59,20-01-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,113,84
59,23-01-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,120,109
59,29-01-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,160,145
59,04-02-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,150,70
59,09-02-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,152,82
59,12-02-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,168,134
59,17-02-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,170,79
59,20-02-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,145,61
59,25-02-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,167,114
59,03-03-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,142,110
59,09-03-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,80,52
59,12-03-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,215,96
59,17-03-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,214,96
59,20-03-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,190,111
59,25-03-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,112,80
59,30-03-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,145,127
59,08-04-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,175,89
59,13-04-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,169,72
59,16-04-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,190,65
59,21-04-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,207,68
59,24-04-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,180,39
59,29-04-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,212,50
59,06-05-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,121,48
59,11-05-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,59,NA
59,14-05-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,141,117
59,19-05-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,102,NA
59,22-05-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,129,58
59,27-05-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,147,62
59,02-06-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,74,NA
59,05-06-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,60,137,118
59,10-06-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,118,59
59,15-06-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,58,74,NA
59,18-06-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,55,206,111
59,23-06-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,191,98
59,26-06-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,55,215,74
59,02-07-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,206,94
59,07-07-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,166,56
59,15-07-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,181,139
59,20-07-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,333,67
59,23-07-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,195,93
59,28-07-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,232,80
59,03-08-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,212,43
59,06-08-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,174,93
59,11-08-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,165,103
59,14-08-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,163,68
59,19-08-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,125,79
59,24-08-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,161,142
59,27-08-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,239,62
59,02-09-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,195,117
59,07-09-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,197,90
59,10-09-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,261,148
59,15-09-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,152,81
59,18-09-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,100,87
59,23-09-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,244,120
59,29-09-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,195,76
59,06-10-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,226,86
59,09-10-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,245,59
59,14-10-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,246,52
59,19-10-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,192,70
59,23-10-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,255,218
59,28-10-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,313,94
59,03-11-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,284,222
59,05-11-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",12,45,119,84
59,09-11-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",9,49,403,194
59,12-11-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,163,69
59,17-11-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,176,89
59,20-11-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,57,340,123
59,26-11-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,58,346,96
59,02-12-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,423,NA
59,07-12-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,443,NA
59,10-12-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,59,346,NA
59,15-12-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,67,638,NA
59,18-12-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,58,260,NA
59,23-12-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,140,NA
59,30-12-15,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",19,63,283,NA
60,01-01-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,173,NA
60,06-01-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,192,86
60,09-01-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,57,197,126
60,14-01-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,101,156
60,19-01-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,237,172
60,28-01-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,130,NA
60,03-02-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,29,102,62
60,06-02-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,174,70
60,11-02-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,146,125
60,16-02-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,144,59
60,19-02-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,140,84
60,24-02-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,181,98
60,05-03-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,88,NA
60,11-03-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,161,110
60,16-03-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,171,119
60,19-03-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,165,97
60,24-03-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,149,100
60,27-03-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,175,93
60,07-04-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,173,61
60,10-04-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,140,49
60,15-04-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,171,56
60,20-04-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,242,75
60,23-04-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,195,60
60,28-04-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,188,NA
60,05-05-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,137,83
60,08-05-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,120,73
60,13-05-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,50,27
60,18-05-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,89,80
60,21-05-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,61,46
60,26-05-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,110,97
60,01-06-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,151,28
60,04-06-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,195,93
60,09-06-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,167,126
60,12-06-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,143,119
60,17-06-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,121,34
60,22-06-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,73,NA
60,25-06-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,111,38
60,01-07-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,67
60,09-07-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,177,NA
60,14-07-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,171,102
60,17-07-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,191,75
60,22-07-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,158,44
60,27-07-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,55,292,131
60,30-07-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,179,89
60,05-08-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,124,61
60,10-08-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,186,87
60,13-08-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,197,95
60,18-08-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,189,62
60,21-08-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,208,84
60,26-08-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,150,71
60,01-09-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,181,74
60,04-09-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,146,93
60,09-09-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,80
60,14-09-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,152,87
60,17-09-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,92,NA
60,22-09-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,244,94
60,28-09-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,123,64
60,05-10-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,258,58
60,08-10-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,177,87
60,13-10-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,184,80
60,16-10-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,281,110
60,21-10-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,252,87
60,27-10-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,59,385,101
60,02-11-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,190,125
60,06-11-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,231,135
60,16-11-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,211,115
60,19-11-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,332,236
60,24-11-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,343,126
60,01-12-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,55,243,NA
60,04-12-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,595,NA
60,09-12-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,349,NA
60,17-12-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,57,288,NA
60,22-12-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,58,326,NA
60,30-12-15,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",8,75,331,NA
144,06-01-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,73,242,NA
144,07-01-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,84,184,NA
144,08-01-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,86,211,NA
144,14-01-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,117,162,NA
144,15-01-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,107,179,NA
144,16-01-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,109,173,NA
144,04-02-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,84,143,NA
144,05-02-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,91,208,NA
144,17-02-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,132,251,NA
144,18-02-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,133,221,NA
144,19-02-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,79,184,NA
144,24-02-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,82,186,NA
144,25-02-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,66,160,NA
144,26-02-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,84,136,NA
144,10-03-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,120,120,NA
144,11-03-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,125,166,NA
144,17-03-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,33,89,NA
144,18-03-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,64,61,NA
144,19-03-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,116,94,NA
144,24-03-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,128,143,NA
144,25-03-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,152,211,NA
144,26-03-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,95,265,NA
144,01-04-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,87,117,NA
144,02-04-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,68,62,NA
144,14-04-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,67,98,NA
144,15-04-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,76,142,NA
144,16-04-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,81,84,NA
144,27-04-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,53,241,NA
144,28-04-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,65,97,NA
144,29-04-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,75,148,NA
144,06-05-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,110,239,NA
144,07-05-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,95,163,NA
144,08-05-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,115,213,NA
144,12-05-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,87,140,NA
144,13-05-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,72,57,NA
144,14-05-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,133,136,NA
144,18-05-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",22,133,173,NA
144,19-05-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,108,175,NA
144,09-06-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,43,200,NA
144,10-06-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,31,171,NA
144,11-06-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",25,42,88,NA
144,16-06-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,76,96,NA
144,17-06-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,111,112,NA
144,18-06-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,85,127,NA
144,25-06-15,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,48,62,NA
