"Stn Code","Sampling Date","State","City/Town/Village/Area","Location of Monitoring Station","Agency","Type of Location","SO2","NO2","RSPM/PM10","PM 2.5"
59,11-10-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,332,NA
59,13-11-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,206,NA
59,18-11-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,296,NA
59,21-11-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,219,NA
59,26-11-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,231,NA
59,12-02-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,263,NA
59,12-05-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,235,NA
59,12-10-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,215,NA
59,15-12-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,187,NA
59,18-12-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,311,NA
59,23-12-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,195,NA
59,29-12-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,143,NA
55,01-01-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,212,NA
55,01-06-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,190,NA
55,01-09-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,67,379,NA
55,15-01-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,60,380,NA
55,20-01-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,222,NA
55,23-01-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,106,NA
55,28-01-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,219,NA
55,02-03-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,279,NA
55,02-06-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,50,192,NA
55,02-11-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,312,NA
55,14-02-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,194,NA
55,19-02-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,225,NA
55,24-02-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,236,NA
55,27-02-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,194,NA
55,03-05-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,28,171,NA
55,03-10-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,29,52,NA
55,13-03-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,147,NA
55,19-03-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,133,NA
55,24-03-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,33,106,NA
55,27-03-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,125,NA
55,04-02-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,113,NA
55,04-07-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,135,NA
55,15-04-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,151,NA
55,21-04-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,152,NA
55,24-04-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,59,194,NA
55,29-04-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,106,NA
55,05-05-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,156,NA
55,05-08-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,339,NA
55,13-05-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,26,138,NA
55,19-05-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,175,NA
55,22-05-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,138,NA
55,27-05-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,29,175,NA
55,06-02-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,137,NA
55,06-05-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,132,NA
55,06-10-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,213,NA
55,13-06-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,145,NA
55,18-06-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,176,NA
55,23-06-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,165,NA
55,26-06-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,157,NA
55,07-02-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,181,NA
55,07-07-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,129,NA
55,07-10-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,234,NA
55,15-07-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,162,NA
55,23-07-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,85,NA
55,28-07-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,153,NA
55,08-04-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,96,NA
55,08-07-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,134,NA
55,08-12-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,143,NA
55,19-08-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,217,NA
55,22-08-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,241,NA
55,27-08-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,165,NA
55,09-02-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,71,NA
55,09-05-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,26,57,NA
55,09-10-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,33,87,NA
55,15-09-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,77,NA
55,18-09-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,29,90,NA
55,23-09-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,143,NA
55,26-09-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,121,NA
55,10-07-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,141,NA
55,10-10-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,157,NA
55,14-10-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,83,NA
55,20-10-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,225,NA
55,24-10-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,231,NA
55,29-10-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,175,NA
55,11-05-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,205,NA
55,11-11-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,363,NA
55,14-11-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,330,NA
55,19-11-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,481,NA
55,24-11-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,316,NA
55,27-11-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,303,NA
55,12-03-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,263,NA
55,12-08-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,343,NA
55,12-11-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,237,NA
55,16-12-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,158,NA
55,19-12-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,251,NA
55,24-12-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,257,NA
55,30-12-14,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,214,NA
57,01-02-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,389,NA
57,01-07-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,69,240,NA
57,01-10-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,64,313,NA
57,16-01-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,399,NA
57,21-01-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,119,NA
57,24-01-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,161,NA
57,29-01-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,403,NA
57,02-04-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,307,NA
57,02-07-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,58,203,NA
57,02-12-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,235,NA
57,17-02-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,61,202,NA
57,20-02-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,67,287,NA
57,25-02-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,62,280,NA
57,03-03-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,68,222,NA
57,03-06-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,64,161,NA
57,03-11-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,62,191,NA
57,14-03-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,71,173,NA
57,20-03-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,NA,NA
57,25-03-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,68,NA,NA
57,28-03-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,NA,NA
57,04-03-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,62,NA,NA
57,04-09-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,146,NA
57,16-04-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,179,NA
57,22-04-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,65,303,NA
57,25-04-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,68,271,NA
57,05-01-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,51,310,NA
57,05-06-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,58,228,NA
57,05-09-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,351,NA
57,15-05-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,276,NA
57,20-05-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,208,NA
57,23-05-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,189,NA
57,28-05-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,267,NA
57,06-03-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,240,NA
57,06-06-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,206,NA
57,06-11-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,56,256,NA
57,16-06-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,303,NA
57,19-06-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,54,132,NA
57,24-06-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,54,306,NA
57,27-06-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,54,186,NA
57,07-03-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,54,157,NA
57,07-08-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,53,224,NA
57,07-11-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,49,185,NA
57,16-07-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,131,NA
57,21-07-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,51,132,NA
57,24-07-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,50,75,NA
57,30-07-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,153,NA
57,08-05-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,147,NA
57,08-08-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,53,218,NA
57,13-08-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,58,83,NA
57,20-08-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,189,NA
57,25-08-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,123,NA
57,28-08-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,138,NA
57,09-03-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,47,145,NA
57,09-08-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,93,NA
57,09-11-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,56,74,NA
57,16-09-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,51,147,NA
57,19-09-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,112,NA
57,24-09-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,102,NA
57,29-09-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,137,NA
57,10-08-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,209,NA
57,13-10-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,47,262,NA
57,16-10-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,66,231,NA
57,21-10-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,61,256,NA
57,28-10-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,64,277,NA
57,11-07-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,339,NA
57,11-12-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,403,NA
57,17-11-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,374,NA
57,20-11-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,464,NA
57,25-11-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,63,334,NA
57,12-01-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,52,368,NA
57,12-04-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,183,NA
57,12-09-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,221,NA
57,12-12-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,290,NA
57,17-12-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,61,287,NA
57,22-12-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,62,479,NA
57,26-12-14,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,59,481,NA
58,01-03-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,69,470,NA
58,01-08-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,65,478,NA
58,13-01-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,66,291,NA
58,17-01-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,71,414,NA
58,22-01-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,63,190,NA
58,27-01-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,62,294,NA
58,30-01-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,52,438,NA
58,02-05-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,58,243,NA
58,02-10-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,62,271,NA
58,13-02-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,60,227,NA
58,18-02-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,60,391,NA
58,26-02-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,66,246,NA
58,03-04-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,61,165,NA
58,03-07-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,60,175,NA
58,03-12-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,53,115,NA
58,18-03-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,65,177,NA
58,21-03-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,63,201,NA
58,26-03-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,62,259,NA
58,04-01-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,63,312,NA
58,04-04-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,64,166,NA
58,04-11-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,64,371,NA
58,17-04-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,61,234,NA
58,23-04-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,59,242,NA
58,28-04-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,63,435,NA
58,05-02-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,61,475,NA
58,05-07-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,60,238,NA
58,05-12-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,51,240,NA
58,16-05-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,62,251,NA
58,21-05-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,58,333,NA
58,26-05-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,61,267,NA
58,29-05-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,61,380,NA
58,06-04-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,60,153,NA
58,06-09-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,56,207,NA
58,06-12-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,58,417,NA
58,17-06-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,55,236,NA
58,20-06-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,59,314,NA
58,25-06-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,55,236,NA
58,07-01-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,58,178,NA
58,07-04-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,62,352,NA
58,07-09-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,51,419,NA
58,14-07-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,58,216,NA
58,17-07-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,58,115,NA
58,22-07-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,48,253,NA
58,25-07-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,53,165,NA
58,08-01-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,58,130,NA
58,08-06-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,55,218,NA
58,08-11-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,46,135,NA
58,14-08-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,54,137,NA
58,21-08-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,56,290,NA
58,26-08-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,53,92,NA
58,09-01-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,55,194,NA
58,09-04-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,48,190,NA
58,09-09-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,45,138,NA
58,09-12-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,46,101,NA
58,17-09-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,51,190,NA
58,22-09-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,57,121,NA
58,10-09-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,55,190,NA
58,14-10-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,49,260,NA
58,17-10-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,54,204,NA
58,24-10-14,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,62,322,NA
